sr_no,date_dd_mm_yyyy,startup_name,industry_vertical,sub_vertical,city_location,investors_name,investment_type,amount_in_usd,remarks,year,funding_tier
2560,27/08/2015,Eazy Coach,Education Marketplace,Unknown,Kolkata,Ravi Agarwal,Seed Funding,0,No Remarks,2018,Undisclosed
2561,27/08/2015,Djubo.Com,Cloud Based Hotel Sales Platform,Unknown,New Delhi,Ibibo Group,Private Equity,0,Strategic Investment,2018,Undisclosed
2562,28/08/2015,Betterbutter.In,Online Recipe Sharing Platform,Unknown,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,0,No Remarks,2018,Undisclosed
2563,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Unknown,Bangalore,Rocket Internet,Private Equity,2000000,Pre-Series A,2018,Growth Capital
2564,28/08/2015,Rollmafia,Qsr Restaurant Chain,Unknown,Pune,Equentia Natural Resources,Seed Funding,160000,No Remarks,2018,Seed & Early Stage
2565,29/08/2015,Iamwire,Digital Media Publishing Platform,Unknown,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,0,No Remarks,2018,Undisclosed
2566,31/08/2015,Dropkaffe,Online Coffee Delivery Platform,Unknown,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000,No Remarks,2018,Seed & Early Stage
2567,31/08/2015,Reverie,Language Localization Cloud Platform,Unknown,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000,Series A,2018,Growth Capital
2568,31/08/2015,Infinite Analytics,Big Data & Predictive Analysis Platform,Unknown,Mumbai,"Ratan Tata, Nikhil Vora & Others",Private Equity,0,Bridge Round,2018,Undisclosed
2569,01/07/2015,Parcelled,Online Logistics Platform,Unknown,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,0,No Remarks,2018,Undisclosed
2570,01/07/2015,Retigence Technologies,Business It Intelligence Services,Unknown,Mumbai,Omnivore Partners,Private Equity,0,Series A,2018,Undisclosed
2571,01/07/2015,Cloudcherry Analytics,Crm / Analytics Platform,Unknown,Chennai,"The Chennai Angels, Idg Ventures India",Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2572,01/07/015,Handyhome,Hyperlocal Electronics Repair Service,Unknown,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000,No Remarks,2018,Seed & Early Stage
2573,01/07/2015,Idreamcareer,Ed-Tech Platform,Unknown,New Delhi,"Ah! Ventures, Vivek Joshi, Mohit Satyanand & Others",Seed Funding,0,No Remarks,2018,Undisclosed
2574,01/07/2015,Ola Cabs,Cab Rental Mobile App,Unknown,Bangalore,Ratan Tata,Private Equity,0,Personal Investment,2018,Undisclosed
2575,01/07/2015,Nxtgen,It Infrastructure & Data Center Services,Unknown,Bangalore,"Ifc, Axon Partners, Intel Capital",Private Equity,13500000,Series A,2018,Growth Capital
2576,02/07/2015,Bankbazaar,Online Financial Services,Unknown,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000,Series C\\n(More here),2018,Late Stage Mega Round
2577,02/07/2015,Gozoomo,Used Car Marketplace,Unknown,Bangalore,Saif Partners,Private Equity,5000000,Series A,2018,Growth Capital
2578,02/07/2015,Zenatix,Internet Of Things Platform,Unknown,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000,No Remarks,2018,Seed & Early Stage
2579,03/07/2015,Culturealley,Language Learning App,Unknown,Jaipur,Tiger Global,Private Equity,6500000,Series A,2018,Growth Capital
2580,03/07/2015,Goqii,Mobile Fitness Marketplace,Unknown,Mumbai,Vijay Shekhar Sharma,Private Equity,0,Pre-Series A,2018,Undisclosed
2581,03/07/2015,Gingercrush,Custom Merchandize Platform,Unknown,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2582,04/07/2015,Elanic,P2P Pre-Owned Goods Marketplace,Unknown,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0,No Remarks,2018,Undisclosed
2583,04/07/2015,Stitchwood,Custom Furniture Marketplace,Unknown,Mumbai,"Powai Lake Ventures, Ajeet Khurana & Others",Seed Funding,395000,No Remarks,2018,Seed & Early Stage
2584,05/07/2015,Urban Tailor,Online Tailoring Services,Unknown,Bangalore,Group Of Angel Investors,Seed Funding,0,No Remarks,2018,Undisclosed
2585,06/07/2015,Confirmttkt,Rail Ticket Confirmation Predictor,Unknown,Bangalore,Pravin Agarwala & Others,Seed Funding,0,No Remarks,2018,Undisclosed
2586,06/07/2015,Paper Boat,Ethnic Beverages Manufacturer,Unknown,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000,Series B,2018,Growth Capital
2587,06/07/2015,Getnow,Hyperlocal Goods Marketplace,Unknown,Nagpur,Atulya Mittal,Seed Funding,0,No Remarks,2018,Undisclosed
2588,07/07/2015,Wudstay,Budget Accommodation Aggregator,Unknown,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000,Series A,2018,Growth Capital
2589,07/07/2015,Liases Foras,Real Estate Rating & Analysis,Unknown,New Delhi,Dmg Information Asia Pacific,Private Equity,5000000,Series A,2018,Growth Capital
2590,07/07/2015,Eatlo,Food Delivery Platform,Unknown,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0,No Remarks,2018,Undisclosed
2591,07/07/2015,Indialends,Financial Tech,Unknown,New Delhi,"Dsg Consumer Partners, Siddharth Parekh",Private Equity,0,Pre-Series A,2018,Undisclosed
2592,08/07/2015,Quinto,Food Discovery App,Unknown,Pune,Jaydeep Barman,Seed Funding,0,No Remarks,2018,Undisclosed
2593,08/07/2015,Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000,Series C,2018,Late Stage Mega Round
2594,08/07/2015,Flytxt,Big Data & Analytics Platform,Unknown,Mumbai / Global,"Sunrise Capital Gmbh, Big Data Investments B.V",Private Equity,11000000,Series A,2018,Growth Capital
2595,08/07/2015,Axtria,Big Data & Analytics Platform,Unknown,India / Us,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000,Series C,2018,Growth Capital
2596,08/07/2015,33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,20000,No Remarks,2018,Seed & Early Stage
2597,08/07/2015,Ampere,Electric Scooter Manufacturer,Unknown,Coimbatore,Ratan Tata,Seed Funding,0,No Remarks,2018,Undisclosed
2598,08/07/2015,Hopping Chef,Online Food-Tech Platform,Unknown,Mumbai,Mirah Hospitality,Seed Funding,470000,Strategic Investment,2018,Seed & Early Stage
2599,08/07/2015,Collectabillia,Celebrity Fashion Brand,Unknown,Bangalore,Accel Partners,Private Equity,7500000,Series B,2018,Growth Capital
2600,08/07/2015,Lendingkart,Online Finance Lending Platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000,Series A,2018,Growth Capital
2601,08/07/2015,Lybrate,Healthcare Mobile App,Unknown,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000,Series A,2018,Growth Capital
2602,08/07/2015,Zoomcar,Self-Driven Vehicle Rental,Unknown,Bangalore,"Sequoia Capital, Empire Angels, Ngp",Private Equity,11000000,Series B,2018,Growth Capital
2603,09/07/2015,\\Xc2\\Xa0News In Shorts,\\Xc2\\Xa0News Aggregator Mobile App,Unknown,\\Xc2\\Xa0Noida,\\Xc2\\Xa0Tiger Global,Private Equity,0,\\xc2\\xa0Series B,2018,Undisclosed
2604,09/07/2015,\\Xc2\\Xa0Bluestone,\\Xc2\\Xa0Online Jewellery Store,Unknown,\\Xc2\\Xa0Bangalore,"\\Xc2\\Xa0Ivycap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,0,No Remarks,2018,Undisclosed
2605,09/07/2015,\\Xc2\\Xa0Shopsity,\\Xc2\\Xa0Fashion Info Aggregator App,Unknown,\\Xc2\\Xa0Gurgaon,"\\Xc2\\Xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,0,No Remarks,2018,Undisclosed
2606,09/07/2015,\\Xc2\\Xa0Notesgen,\\Xc2\\Xa0Online Study Notes Marketplace,Unknown,\\Xc2\\Xa0New Delhi,"\\Xc2\\Xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,0,No Remarks,2018,Undisclosed
2607,\\xc2\\xa010/7/2015,\\Xc2\\Xa0Infinity Assurance,\\Xc2\\Xa0Warranty Programs Service Administration,Unknown,\\Xc2\\Xa0New Delhi,\\Xc2\\Xa0Indian Angel Network,Seed Funding,0,No Remarks,2018,Undisclosed
2608,10/07/2015,\\Xc2\\Xa0Footprints Education,\\Xc2\\Xa0Pre-School Chain,Unknown,\\Xc2\\Xa0Gurgaon,"\\Xc2\\Xa0Letsventure, Kumar Bansal, Kshitij Jain",Seed Funding,0,No Remarks,2018,Undisclosed
2609,10/07/2015,\\Xc2\\Xa0Loylty Rewards,\\Xc2\\Xa0Premium Loyalty Rewards Point Management,Unknown,\\Xc2\\Xa0Mumbai,\\Xc2\\Xa0Indianideas.Com,Private Equity,0,\\xc2\\xa0Late Stage,2018,Undisclosed
2610,13/07/2015,\\Xc2\\Xa0Ameyo,\\Xc2\\Xa0Contact Center Software Platform,Unknown,\\Xc2\\Xa0Gurgaon,\\Xc2\\Xa0Forum Synergies Pe Fund,Private Equity,0,\\xc2\\xa0Series A,2018,Undisclosed
2611,13/07/2015,\\Xc2\\Xa0Mamagoto,\\Xc2\\Xa0Casual Dining Restaurant Chain,Unknown,\\Xc2\\Xa0New Delhi,\\Xc2\\Xa0Goldman Sachs,Private Equity,0,\\xc2\\xa0Series A,2018,Undisclosed
2612,13/07/2015,\\Xc2\\Xa0Satvacart,\\Xc2\\Xa0Online Grocery Delivery,Unknown,\\Xc2\\Xa0Gurgaon,\\Xc2\\Xa0Palaash Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
2613,14/07/2015,Mysmartprice,Online Comparison Engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000,Series B,2018,Growth Capital
2614,14/07/2015,Zenify,Residential Rental Management Platform,Unknown,Bangalore,Atul Jalan,Seed Funding,0,No Remarks,2018,Undisclosed
2615,14/07/2015,Boxmyspace,Physical Storage Warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000,No Remarks,2018,Seed & Early Stage
2616,14/07/2015,Hackerrank,Tech Recruitment Platform,Unknown,Bangalore,Hr Technology Fund,Private Equity,7500000,Series C,2018,Growth Capital
2617,14/07/2015,Wickedride,Bike Rental Platform,Unknown,Bangalore,Undisclosed,Seed Funding,790000,No Remarks,2018,Seed & Early Stage
2618,14/07/2015,Wowexpress,Tech Enabled Logistics Platform,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2619,15/07/2015,Oyo Rooms,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000,Series B,2018,Late Stage Mega Round
2620,15/07/2015,Mobikon,Restaurant Customer Engagement Platform,Unknown,Pune,Jungle Ventures,Private Equity,2300000,Series B,2018,Growth Capital
2621,15/07/2015,Instalively.Com,Live Video Streaming App,Unknown,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0,No Remarks,2018,Undisclosed
2622,15/07/2015,Roadrunnr,Hyper Local Logistics Platform,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000,Series A,2018,Growth Capital
2623,16/07/2015,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000,No Remarks,2018,Seed & Early Stage
2624,17/07/2015,Quikwallet,F&B Sector Mobile Payment Platform,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000,Follow on Funding,2018,Seed & Early Stage
2625,17/07/2015,Omnikart,Industrial Supplies B2B Ecommerce,Unknown,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000,No Remarks,2018,Seed & Early Stage
2626,20/07/2015,Zo Rooms,Online Budget Hotel Chain,Unknown,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000,No confirmation,2018,Growth Capital
2627,20/07/2015,Innoviti,Payment Solutions Platform,Unknown,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000,Series A,2018,Growth Capital
2628,21/07/2015,Zenradius,Online Hiring Platform,Unknown,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,0,No Remarks,2018,Undisclosed
2629,21/07/2015,Joy By Nature,Organic Food Ecommerce,Unknown,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000,Series A,2018,Seed & Early Stage
2630,22/07/2015,Iqlect,Big Data & Analytics Platform,Unknown,Bangalore,Exfinity Venture Partners,Private Equity,2000000,Series A,2018,Growth Capital
2631,22/07/2015,Degustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,30000000,Late Stage,2018,Growth Capital
2632,23/07/2015,Nestaway,Luxury Rental Homes,Unknown,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000,Series A,2018,Growth Capital
2633,23/07/2015,Mswipe,Mobile Point Of Sale Payment Solution,Unknown,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, Dsg Consumer Partners, Axis Bank",Private Equity,25000000,Series B,2018,Growth Capital
2634,23/07/2015,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,320000,No Remarks,2018,Seed & Early Stage
2635,23/07/2015,Icrushiflush,Casual Dating App,Unknown,Mumbai,Idg Ventures India,Seed Funding,0,No Remarks,2018,Undisclosed
2636,23/07/2015,Medgenome,Clinical Genomics Provider,Unknown,Bangalore,Sequoia Capital,Private Equity,20000000,Series B,2018,Growth Capital
2637,23/07/2015,Holidayiq,Travel Information Portal,Unknown,Bangalore,Makemytrip,Private Equity,15000000,Strategic Investment,2018,Growth Capital
2638,23/07/2015,Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,1000000,Series A,2018,Seed & Early Stage
2639,23/07/2015,Quikr,Online & Mobile Classified Listings,Unknown,Mumbai,"Ab Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000,Late Stage,2018,Late Stage Mega Round
2640,23/07/2015,Jetsetgo,Private Jet/ Helicopter Marketplace,Unknown,New Delhi,Yourwecan Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
2641,24/07/2015,Broex,Real Estate Broker Network App,Unknown,Gurgaon,Lightspeed India,Private Equity,1000000,Bridge round,2018,Seed & Early Stage
2642,25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,Unknown,New Delhi,Indian Angel Network,Seed Funding,0,No Remarks,2018,Undisclosed
2643,25/07/2015,Credr,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,15000000,Series A,2018,Growth Capital
2644,27/07/2015,Managemyspa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,6000000,Series A,2018,Growth Capital
2645,27/07/2015,Townrush,B2B Logistics Delivery Platform,Unknown,Bangalore,Lightspeed Venture Partners,Seed Funding,0,No Remarks,2018,Undisclosed
2646,27/07/2015,Locus,Logistics Automation Platform,Unknown,Bangalore,"Growx Ventures,\\Xc2\\Xa0 Manish Singhal",Seed Funding,0,No Remarks,2018,Undisclosed
2647,27/07/2015,Bevy,Online Hiring Platform,Unknown,Bangalore,Varun Agarwal & Others,Seed Funding,0,No Remarks,2018,Undisclosed
2648,28/07/2015,Pepperfry,Online Home D\\Xc3\\Xa9Cor Marketplace,Unknown,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000,Series D,2018,Late Stage Mega Round
2649,28/07/2015,Flipkart.Com,Online Marketplace,Unknown,Bangalore,Steadview Capital And Existing Investors,Private Equity,700000000,"Late Stage, 10th Round More here",2018,Late Stage Mega Round
2650,28/07/2015,Opinio,Hyperlocal Food & Grocery Store,Unknown,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,1300000,No Remarks,2018,Seed & Early Stage
2651,28/07/2015,Zoctr,Health-Tech Platform,Unknown,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,1000000,No Remarks,2018,Seed & Early Stage
2652,29/07/2015,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"Idg Ventures India, Omidyar Network, Sherpalo Ventures,\\Xc2\\Xa0 Mohandas Pai",Private Equity,2000000,Series A,2018,Growth Capital
2653,29/07/2015,Truehb,Medical Tech Instruments,Unknown,New Delhi,"Sachin And Binny Bansal, Malvinder And Shivinder Singh, Gurpreet Singh & Others",Seed Funding,2400000,No Remarks,2018,Growth Capital
2654,29/07/2015,Zovi.Com / Little App,Hyperlocal Deals Marketplace,Unknown,Bangalore,"Paytm, Saif Partners,\\Xc2\\Xa0 Tiger Global Management & Others",Private Equity,50000000,Series A,2018,Late Stage Mega Round
2655,29/07/2015,Swajal,Innovative Water Solutions,Unknown,Gurgaon,Abhishek Gupta,Private Equity,1200000,Series A,2018,Seed & Early Stage
2656,30/07/2015,Pipa Bella,Online Jewelry Store,Unknown,Mumbai,Lionrock Capital,Private Equity,600000,Pre-Series A,2018,Seed & Early Stage
2657,30/07/2015,Pragmatix,Business Intelligence & Analytics,Unknown,Mumbai,Sidbi Venture Capital Ltd,Private Equity,2400000,Series A,2018,Growth Capital
2658,30/07/2015,Droom.In,Used Vehicle Marketplace,Unknown,New Delhi,"Lightbox Ventures, Beenos",Private Equity,16000000,Series A,2018,Growth Capital
2659,30/07/2015,Madrat Games,Educational Board Games,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,168000,No Remarks,2018,Seed & Early Stage
2660,30/07/2015,Noodle Play,Chinese Food Delivery,Unknown,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,168000,No Remarks,2018,Seed & Early Stage
2661,30/07/2015,Wassup,On-Demand Laundry & Dry Cleaning App,Unknown,Chennai,B S Nagesh,Private Equity,0,Pre-Series A,2018,Undisclosed
2662,30/07/2015,Cartisan,On-Demand Car Services App,Unknown,Bangalore,"Youwecan Ventures,\\Xc2\\Xa0 Aprameya Radhakrishna",Seed Funding,0,No Remarks,2018,Undisclosed
2663,31/07/2015,Lazylad,Hyperlocal Grocery App,Unknown,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000,pre-Series A,2018,Seed & Early Stage
2664,31/07/2015,Tripfactory,Online Curated Holiday Package Bookings,Unknown,Bangalore,"Aarin Capital Partners,",Private Equity,0,Series A,2018,Undisclosed
2665,31/07/2015,Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,2000000,Series A,2018,Growth Capital
2666,31/07/2015,Bona Vita,Travel Tech,Unknown,Gurgaon,Makemytrip,Private Equity,5000000,Strategic Investment,2018,Growth Capital
2667,01/06/2015,Vyomo,Beauty And Wellness Platform,Unknown,New Delhi,Aprameya Radhakrishna,Seed Funding,0,No Remarks,2018,Undisclosed
2668,01/06/2015,Veeba Foods,Healthy Food Manufacturer,Unknown,New Delhi,"Dsg Consumer Partners, Saama Capital.",Private Equity,6000000,Series B,2018,Growth Capital
2669,01/06/2015,Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2670,01/06/2015,Meritnation,Online Learning Platform,Unknown,New Delhi,Infoedge,Private Equity,4000000,Series C,2018,Growth Capital
2671,01/06/2015,Eattreatonline,Healthy Food Online Community,Unknown,New Delhi,Group Of 15 Angel Investors,Seed Funding,350000,No Remarks,2018,Seed & Early Stage
2672,01/06/2015,Credr,Used Two-Wheeler Marketplace,Unknown,Mumbai,Growthstory,Seed Funding,0,No Remarks,2018,Undisclosed
2673,01/06/2015,Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,1000000,Pre-Series A,2018,Seed & Early Stage
2674,01/06/2015,Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Infuse Ventures,Private Equity,550000,No Remarks,2018,Seed & Early Stage
2675,01/06/2015,Arth Designbuild,Architectural Design & Consulting,Unknown,Hyderabad,Srinivas Tirupati,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2676,02/06/2015,Saama,Big Data & Analytics Services,Unknown,Pune / Us,Carrick Capital Partners,Private Equity,35000000,Series A,2018,Growth Capital
2677,02/06/2015,Allizhealth,Preventive Healthcare Services,Unknown,Pune,Mumbai Angels & Other Angel Investors,Seed Funding,350000,No Remarks,2018,Seed & Early Stage
2678,02/06/2015,Karma Healthcare,Tech-Enabled Rural Healthcare Services,Unknown,Udaipur,Ennovent Impact Investment Holding,Private Equity,0,Series A,2018,Undisclosed
2679,03/06/2015,Entropy Innovations,Engineering Innovations,Unknown,Mumbai,Mark Mobius & 9 Other Angel Investors,Seed Funding,0,No Remarks,2018,Undisclosed
2680,03/06/2015,Propstack,Real Estate Intelligence Platform,Unknown,Mumbai,Dmg Information,Private Equity,3000000,Series A,2018,Growth Capital
2681,03/06/2015,Mytaxiindia,Online Car Rental Affiliates,Unknown,New Delhi,Green House Ventures,Seed Funding,100000,No Remarks,2018,Seed & Early Stage
2682,03/06/2015,Arkin Net,Data Center Software Platform,Unknown,Pune / Us,Nexus Venture Partners,Private Equity,15000000,Series B,2018,Growth Capital
2683,03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,Unknown,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,150000,No Remarks,2018,Seed & Early Stage
2684,03/06/2015,Mypoolin,P2P Payments Platform,Unknown,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\Xc2\\Xa0 Arjun Malhotra, Gautam Gandhi",Seed Funding,0,No Remarks,2018,Undisclosed
2685,03/06/2015,Icustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,250000,No Remarks,2018,Seed & Early Stage
2686,03/06/2015,Kaaryah,Women Lifestyle Marketplace,Unknown,Gurgaon,Ratan Tata,Seed Funding,0,No Remarks,2018,Undisclosed
2687,04/06/2015,Ecom Express,Logistics Solution Provider,Unknown,New Delhi,Warburg Pincus,Private Equity,137000000,Series C,2018,Late Stage Mega Round
2688,04/06/2015,Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Venture Partners,Private Equity,1000000,Pre-Series A,2018,Seed & Early Stage
2689,04/06/2015,Zopper,Hyperlocal Shopping App,Unknown,Mumbai,"Tiger Global,\\Xc2\\Xa0 Nirvana Ventures Advisors",Private Equity,20000000,Series C,2018,Growth Capital
2690,04/06/2015,Flipkart,Ecommerce Platform,Unknown,Bangalore,Morgan Stanley,Private Equity,50000000,Late Stage,2018,Late Stage Mega Round
2691,05/06/2015,Kwatt Solutions,Renewable Energy Solutions,Unknown,Mumbai,Unknown,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2692,05/06/2015,Medwell Ventures,Healthcare\\Nservice Provider,Unknown,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,10000000,Series A,2018,Growth Capital
2693,05/06/2015,Jugnoo,Auto Rickshaw Based Services,Unknown,Chandigarh,"Snow Leopard, Paytm",Private Equity,5000000,Series A,2018,Growth Capital
2694,08/06/2015,Postergully,Artist / Designer Marketplace,Unknown,New Delhi,"Natarajan Iyer,Rajesh Sawhney,\\Xc2\\Xa0 & Other Angel Investors.",Seed Funding,0,No Remarks,2018,Undisclosed
2695,08/06/2015,Applied Solar Technologies,Off-Grid Solar Power,Unknown,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment And Ifc",Private Equity,40000000,Series B,2018,Growth Capital
2696,09/06/2015,Clovia,Private Label Lingerie Ecommerce,Unknown,New Delhi,Ivycap Ventures,Private Equity,5000000,Series A,2018,Growth Capital
2697,09/06/2015,Swiggy,Online Food Ordering,Unknown,Bangalore,"Norwest Venture Partners, Saif Partners, Accel Partners",Private Equity,16500000,Series B,2018,Growth Capital
2698,09/06/2015,Paymango,Mobile Commerce Platform,Unknown,Gurgaon,Group Of Angel Investors,Seed Funding,234000,No Remarks,2018,Seed & Early Stage
2699,09/06/2015,Printland,Online Printing Services,Unknown,New Delhi,Sidbi Venture Capital Ltd,Private Equity,0,Series A,2018,Undisclosed
2700,09/06/2015,Teritree,Digital Marketing Services,Unknown,Bangalore,Kcl,Seed Funding,140000,No Remarks,2018,Seed & Early Stage
2701,10/06/2015,Guiddoo,Travel Guide Mobile App,Unknown,Mumbai,"Pawan Borle, Svp Fly Dubai & Others",Seed Funding,0,No Remarks,2018,Undisclosed
2702,10/06/2015,Voonik,Fashion Ecommerce Store,Unknown,Bangalore,"Sequoia Capital, Seedfund",Private Equity,5000000,Series A,2018,Growth Capital
2703,11/06/2015,Adstringo,Mobile Compression Software,Unknown,Mumbai,"Arihant Patni, Vishal Khare,\\Xc2\\Xa0 Viswanath Ramachandran",Seed Funding,350000,No Remarks,2018,Seed & Early Stage
2704,11/06/2015,Faircent.Com,Peer To Peer Lending Platform,Unknown,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,250000,Pre-Series A,2018,Seed & Early Stage
2705,12/06/2015,La Renon,Global Healthcare Products,Unknown,Ahmedabad,Sequoia Capital,Private Equity,16000000,Series A,2018,Growth Capital
2706,15/06/2015,Homelane,Home Furnishing Solutions,Unknown,Bangalore,Sequoia Capital,Private Equity,50000000,Series B,2018,Late Stage Mega Round
2707,15/06/2015,Istar,Skill Training & Placement Platform,Unknown,Bangalore,Unitus Seed Fund,Private Equity,0,Series A,2018,Undisclosed
2708,15/06/2015,Shippr,Intra-City Logistics Service,Unknown,Bangalore,I2India Pvt Ltd,Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2709,16/06/2015,Foodabhi,Online Tiffin Service Aggregator,Unknown,Mumbai,Group Of Angel Investors,Seed Funding,0,No Remarks,2018,Undisclosed
2710,16/06/2015,Karma Recycling,Electronic Goods Recycling Service,Unknown,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,0,Series A,2018,Undisclosed
2711,16/06/2015,Couponraja,Online Coupon & Comparison Platform,Unknown,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & Others",Seed Funding,500000,No Remarks,2018,Seed & Early Stage
2712,17/06/2015,Babychakra,Parents & Kids Online Platform,Unknown,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,0,No Remarks,2018,Undisclosed
2713,17/06/2015,Jiffstore,Online Grocery Platform,Unknown,Bangalore,"Unitus Seed Fund, Times Internet",Seed Funding,0,additional funding round,2018,Undisclosed
2714,17/06/2015,Mydentist,Dental Clinic Chain,Unknown,Mumbai,"Lgt Group, Asian Healthcare Fund, Seedfund",Private Equity,8200000,Series C,2018,Growth Capital
2715,18/06/2015,Moovo,On-Demand Logistics Service,Unknown,New Delhi,Youwecan Ventures,Seed Funding,0,No Remarks,2018,Undisclosed
